league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,season_start,stat_type
ENG-Premier League,2019/20,Burnley,Jóhann Berg Guðmundsson,ISL,MF,28,1990,12,621,52,18.2,6.9,6,74,1,6,30,3,1.08,11,7,4,0.58,0.93,2019,playing_time
ENG-Premier League,2019/20,Burnley,Kevin Long,IRL,DF,28,1990,8,564,71,16.5,6.3,6,90,6,2,12,21,1.5,7,5,2,0.32,0.6,2019,playing_time
ENG-Premier League,2019/20,Burnley,Lukas Jensen,DEN,GK,20,1999,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Burnley,Mace Goodridge,ENG,MF,19,1999,0,,,,,0,,0,0,,10,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Burnley,Matthew Lowton,ENG,DF,30,1989,17,1530,90,44.7,17.0,17,90,17,0,,9,1.12,17,31,-14,-0.82,-1.16,2019,playing_time
ENG-Premier League,2019/20,Burnley,Matěj Vydra,CZE,FW,27,1992,19,819,43,23.9,9.1,7,76,2,12,24,9,1.26,13,7,6,0.66,1.11,2019,playing_time
ENG-Premier League,2019/20,Burnley,Max Thompson,ENG,FW,17,2002,1,3,3,0.1,0.0,0,,0,1,3,8,0.0,0,0,0,0.0,0.18,2019,playing_time
ENG-Premier League,2019/20,Burnley,Nick Pope,ENG,GK,27,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,43,50,-7,-0.18,,2019,playing_time
ENG-Premier League,2019/20,Burnley,Phil Bardsley,SCO,DF,34,1985,21,1890,90,55.3,21.0,21,90,21,0,,10,1.67,26,19,7,0.33,1.16,2019,playing_time
ENG-Premier League,2019/20,Burnley,Robbie Brady,IRL,MF,27,1992,17,454,27,13.3,5.0,5,64,0,12,11,13,1.0,7,10,-3,-0.59,-0.47,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Andreas Christensen,DEN,DF,23,1996,21,1751,83,51.2,19.5,21,83,18,0,,14,1.62,37,33,4,0.21,-0.39,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Antonio Rüdiger,GER,DF,26,1993,20,1710,86,50.0,19.0,19,88,18,1,45,3,1.65,33,24,9,0.47,0.16,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Armando Broja,ALB,FW,17,2001,1,5,5,0.1,0.1,0,,0,1,5,0,3.0,0,0,0,0.0,-0.4,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Billy Gilmour,SCO,MF,18,2001,6,194,32,5.7,2.2,2,85,1,4,6,5,2.67,8,3,5,2.32,2.04,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Callum Hudson-Odoi,ENG,"MF,FW",18,2000,22,863,39,25.2,9.6,7,85,4,15,18,3,1.77,17,14,3,0.31,-0.11,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Christian Pulisic,USA,"FW,MF",20,1998,25,1722,69,50.4,19.1,19,82,8,6,27,4,1.68,38,28,10,0.52,0.26,2019,playing_time
ENG-Premier League,2019/20,Chelsea,César Azpilicueta,ESP,"DF,MF",29,1989,36,3229,90,94.4,35.9,36,90,35,0,,2,1.75,67,53,14,0.39,-0.08,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Emerson Palmieri,ITA,"DF,MF",24,1994,15,1024,68,29.9,11.4,13,77,10,2,10,7,1.0,13,21,-8,-0.7,-1.57,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Faustino Anjorin,ENG,MF,17,2001,1,20,20,0.6,0.2,0,,0,1,20,0,3.0,0,0,0,0.0,-0.4,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Fikayo Tomori,ENG,DF,21,1997,15,1291,86,37.7,14.3,15,86,13,0,,12,1.93,27,18,9,0.63,0.37,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Jorginho,ITA,MF,27,1991,31,2379,77,69.6,26.4,27,85,19,4,23,4,1.65,45,40,5,0.19,-0.68,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Kenedy,BRA,"FW,MF",23,1996,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Kepa Arrizabalaga,ESP,GK,24,1994,33,2970,90,86.8,33.0,33,90,33,0,,5,1.76,61,47,14,0.42,0.22,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Kurt Zouma,FRA,DF,24,1994,28,2344,84,68.5,26.0,25,88,24,3,46,7,1.71,47,37,10,0.38,-0.03,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Lewis Bate,ENG,MF,16,2002,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Marc Guéhi,ENG,DF,19,2000,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Marcos Alonso,ESP,"DF,MF",28,1990,18,1430,79,41.8,15.9,15,87,12,3,41,9,2.22,39,18,21,1.32,1.59,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Mason Mount,ENG,"MF,FW",20,1999,37,2867,77,83.8,31.9,32,83,20,5,40,1,1.7,60,44,16,0.5,0.67,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Mateo Kovačić,CRO,MF,25,1994,31,2073,67,60.6,23.0,23,82,15,8,23,3,1.74,40,37,3,0.13,-0.67,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Michy Batshuayi,BEL,FW,25,1993,16,239,15,7.0,2.7,1,67,0,15,11,12,1.5,5,8,-3,-1.13,-1.64,2019,playing_time
ENG-Premier League,2019/20,Chelsea,N'Golo Kanté,FRA,MF,28,1991,22,1732,79,50.6,19.2,20,84,17,2,23,0,1.27,28,25,3,0.16,-0.48,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Olivier Giroud,FRA,FW,32,1986,18,993,55,29.0,11.0,12,71,0,6,23,7,1.78,20,16,4,0.36,-0.05,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Pedro,ESP,"MF,FW",32,1987,11,661,60,19.3,7.3,8,81,5,3,5,13,1.36,10,12,-2,-0.27,-0.83,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Reece James,ENG,"DF,MF",19,1999,24,1515,63,44.3,16.8,16,87,13,8,15,5,1.88,26,23,3,0.18,-0.39,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Ross Barkley,ENG,MF,25,1993,21,1103,53,32.3,12.3,13,72,4,8,21,7,2.05,27,14,13,1.06,0.98,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Ruben Loftus-Cheek,ENG,"MF,FW",23,1996,7,208,30,6.1,2.3,2,60,0,5,18,4,2.14,4,3,1,0.43,0.04,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Tammy Abraham,ENG,FW,21,1997,34,2215,65,64.8,24.6,25,81,9,9,20,0,1.82,45,34,11,0.45,0.15,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Tariq Lamptey,GHA,"DF,MF",18,2000,1,32,32,0.9,0.4,0,,0,1,32,1,3.0,2,0,2,5.63,5.28,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Willian,BRA,"FW,MF",30,1988,36,2600,72,76.0,28.9,29,85,18,7,21,0,1.75,52,35,17,0.59,0.81,2019,playing_time
ENG-Premier League,2019/20,Chelsea,Willy Caballero,ARG,GK,37,1981,5,450,90,13.2,5.0,5,90,5,0,,33,1.6,8,7,1,0.2,-0.22,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Andros Townsend,ENG,MF,28,1991,24,1294,54,37.8,14.4,14,81,8,10,16,5,1.04,8,23,-15,-1.04,-0.87,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Brandon Pierrick,ENG,MF,17,2001,2,15,8,0.4,0.2,0,,0,2,8,15,0.5,1,0,1,6.0,6.53,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Cenk Tosun,TUR,FW,28,1991,5,177,35,5.2,2.0,2,74,0,3,10,0,1.6,1,2,-1,-0.51,-0.01,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Cheikhou Kouyaté,SEN,MF,29,1989,35,2528,72,73.9,28.1,29,81,14,6,28,3,1.2,24,36,-12,-0.43,0.28,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Christian Benteke,BEL,FW,28,1990,24,1261,53,36.9,14.0,13,86,6,11,13,3,1.21,11,18,-7,-0.5,0.0,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Connor Wickham,ENG,"FW,MF",26,1993,6,96,16,2.8,1.1,0,,0,6,16,7,1.0,3,2,1,0.94,1.48,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Gary Cahill,ENG,DF,33,1985,25,2167,87,63.4,24.1,25,87,24,0,,2,1.16,20,35,-15,-0.62,-0.34,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Giovanni McGregor,ENG,MF,20,1999,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,James Daly,ENG,"FW,MF",19,2000,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,James McArthur,SCO,MF,31,1987,37,3090,84,90.4,34.3,37,84,22,0,,0,1.16,30,38,-8,-0.23,2.77,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,James McCarthy,IRL,MF,28,1990,33,1680,51,49.1,18.7,16,84,11,17,20,5,1.09,15,29,-14,-0.75,-0.49,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,James Tomkins,ENG,DF,30,1989,18,1582,88,46.3,17.6,18,88,16,0,,3,0.89,15,23,-8,-0.46,0.08,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Jaïro Riedewald,NED,"DF,MF",22,1996,17,769,45,22.5,8.5,7,79,4,10,22,11,1.12,7,9,-2,-0.23,0.34,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Jeffrey Schlupp,GHA,MF,26,1992,17,1036,61,30.3,11.5,11,79,5,6,28,2,1.24,11,16,-5,-0.43,0.09,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Joel Ward,ENG,DF,29,1989,29,2382,82,69.6,26.5,27,87,24,2,16,0,1.0,20,36,-16,-0.6,-0.34,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,John-Kymani Gordon,ENG,"FW,MF",16,2003,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Jordan Ayew,GHA,"FW,MF",27,1991,37,3148,85,92.0,35.0,37,85,23,0,,1,1.16,28,45,-17,-0.49,0.18,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Luka Milivojević,SRB,MF,28,1991,31,2513,81,73.5,27.9,28,88,24,3,17,1,1.03,22,38,-16,-0.57,-0.28,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Mamadou Sakho,FRA,DF,29,1990,14,931,67,27.2,10.3,11,73,8,3,42,2,1.07,7,21,-14,-1.35,-1.17,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Martin Kelly,ENG,DF,29,1990,19,1549,82,45.3,17.2,17,87,14,2,34,11,1.47,18,16,2,0.12,1.13,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Max Meyer,GER,"MF,FW",23,1995,17,655,39,19.2,7.3,6,73,1,11,20,16,0.65,5,11,-6,-0.82,-0.4,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Nikola Tavares,CRO,"DF,MF",20,1999,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Nya Kirby,ENG,MF,19,2000,0,,,,,0,,0,0,,4,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Patrick van Aanholt,NED,DF,28,1990,29,2507,86,73.3,27.9,29,86,25,0,,0,1.24,21,38,-17,-0.61,-0.41,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Sam Woods,ENG,DF,20,1998,0,,,,,0,,0,0,,14,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Scott Dann,ENG,DF,32,1987,16,1266,79,37.0,14.1,14,88,13,2,19,15,1.13,10,14,-4,-0.28,0.34,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Stephen Henderson,IRL,GK,31,1988,0,,,,,0,,0,0,,4,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Tyrick Mitchell,ENG,DF,19,1999,4,195,49,5.7,2.2,2,90,2,2,8,7,0.25,1,4,-3,-1.38,-0.94,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Vicente Guaita,ESP,GK,32,1987,35,3150,90,92.1,35.0,35,90,35,0,,0,1.2,29,42,-13,-0.37,1.63,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Víctor Camarasa,ESP,MF,25,1994,1,6,6,0.2,0.1,0,,0,1,6,10,0.0,0,0,0,0.0,0.5,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Wayne Hennessey,WAL,GK,32,1987,3,270,90,7.9,3.0,3,90,3,0,,34,0.33,2,8,-6,-2.0,-1.63,2019,playing_time
ENG-Premier League,2019/20,Crystal Palace,Wilfried Zaha,CIV,"MF,FW",26,1992,38,3280,86,95.9,36.4,37,88,36,1,26,0,1.13,31,46,-15,-0.41,2.16,2019,playing_time
ENG-Premier League,2019/20,Everton,Alex Iwobi,NGA,MF,23,1996,25,1596,64,46.7,17.7,19,72,6,6,37,5,1.08,23,30,-7,-0.39,-0.15,2019,playing_time
ENG-Premier League,2019/20,Everton,André Gomes,POR,MF,26,1993,19,1458,77,42.6,16.2,17,83,13,2,20,0,1.26,15,20,-5,-0.31,0.01,2019,playing_time
ENG-Premier League,2019/20,Everton,Anthony Gordon,ENG,MF,18,2001,11,440,40,12.9,4.9,4,66,0,7,25,5,1.18,4,6,-2,-0.41,-0.11,2019,playing_time
ENG-Premier League,2019/20,Everton,Beni Baningime,,MF,20,1998,0,,,,,0,,0,0,,10,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Everton,Bernard,BRA,MF,26,1992,27,1280,47,37.4,14.2,15,68,3,12,22,6,1.3,14,12,2,0.14,0.73,2019,playing_time
ENG-Premier League,2019/20,Everton,Cenk Tosun,TUR,FW,28,1991,5,291,58,8.5,3.2,2,82,1,3,43,11,1.0,2,4,-2,-0.62,-0.33,2019,playing_time
ENG-Premier League,2019/20,Everton,Cuco Martina,CUW,"DF,MF",29,1989,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Everton,Djibril Sidibé,FRA,"DF,MF",27,1992,25,1824,73,53.3,20.3,18,85,15,7,41,6,1.32,27,30,-3,-0.15,0.36,2019,playing_time
ENG-Premier League,2019/20,Everton,Dominic Calvert-Lewin,ENG,FW,22,1997,36,2626,73,76.8,29.2,30,84,20,6,18,2,1.28,36,43,-7,-0.24,0.33,2019,playing_time
ENG-Premier League,2019/20,Everton,Ellis Simms,ENG,FW,18,2001,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Everton,Fabian Delph,ENG,MF,29,1989,16,1190,74,34.8,13.2,13,86,10,3,23,1,1.19,17,24,-7,-0.53,-0.33,2019,playing_time
ENG-Premier League,2019/20,Everton,Gylfi Sigurðsson,ISL,MF,29,1989,35,2560,73,74.9,28.4,28,84,19,7,31,0,1.31,35,45,-10,-0.35,-0.14,2019,playing_time
ENG-Premier League,2019/20,Everton,Jarrad Branthwaite,ENG,DF,17,2002,4,300,75,8.8,3.3,2,90,2,2,60,5,1.0,3,5,-2,-0.6,-0.31,2019,playing_time
ENG-Premier League,2019/20,Everton,Jean-Philippe Gbamin,CIV,MF,23,1995,2,136,68,4.0,1.5,1,90,1,1,46,0,2.0,1,0,1,0.66,1.02,2019,playing_time
ENG-Premier League,2019/20,Everton,Jonas Lössl,DEN,GK,30,1989,0,,,,,0,,0,0,,13,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Everton,Jordan Pickford,ENG,GK,25,1994,38,3420,90,100.0,38.0,38,90,38,0,,0,1.29,44,56,-12,-0.32,,2019,playing_time
ENG-Premier League,2019/20,Everton,João Virgínia,POR,GK,19,1999,0,,,,,0,,0,0,,8,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Everton,Leighton Baines,ENG,"DF,MF",34,1984,8,404,51,11.8,4.5,4,76,2,4,25,19,1.38,7,9,-2,-0.45,-0.15,2019,playing_time
ENG-Premier League,2019/20,Everton,Lewis Gibson,ENG,DF,19,2000,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Everton,Lucas Digne,FRA,DF,26,1993,35,3030,87,88.6,33.7,35,87,30,0,,1,1.29,37,49,-12,-0.36,-0.36,2019,playing_time
ENG-Premier League,2019/20,Everton,Maarten Stekelenburg,NED,GK,36,1982,0,,,,,0,,0,0,,24,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Everton,Mason Holgate,JAM,DF,22,1996,27,2054,76,60.1,22.8,24,85,22,3,8,7,1.52,30,34,-4,-0.18,0.35,2019,playing_time
ENG-Premier League,2019/20,Everton,Michael Keane,ENG,DF,26,1993,31,2559,83,74.8,28.4,28,90,28,3,13,6,1.39,32,42,-10,-0.35,-0.14,2019,playing_time
ENG-Premier League,2019/20,Everton,Moise Kean,ITA,FW,19,2000,29,852,29,24.9,9.5,6,73,1,23,18,7,1.03,12,15,-3,-0.32,0.0,2019,playing_time
ENG-Premier League,2019/20,Everton,Morgan Schneiderlin,FRA,MF,29,1989,15,1001,67,29.3,11.1,12,79,6,3,19,4,0.93,15,20,-5,-0.45,-0.19,2019,playing_time
ENG-Premier League,2019/20,Everton,Oumar Niasse,SEN,"FW,MF",29,1990,3,22,7,0.6,0.2,0,,0,3,7,1,1.0,0,2,-2,-8.18,-7.92,2019,playing_time
ENG-Premier League,2019/20,Everton,Richarlison,BRA,"FW,MF",22,1997,36,3070,85,89.8,34.1,36,85,26,0,,0,1.31,39,51,-12,-0.35,-0.35,2019,playing_time
ENG-Premier League,2019/20,Everton,Séamus Coleman,IRL,DF,30,1988,27,1839,68,53.8,20.4,21,81,15,6,24,6,1.3,19,28,-9,-0.44,-0.27,2019,playing_time
ENG-Premier League,2019/20,Everton,Theo Walcott,ENG,MF,30,1989,25,1287,51,37.6,14.3,17,65,1,8,22,3,1.4,21,19,2,0.14,0.73,2019,playing_time
ENG-Premier League,2019/20,Everton,Tom Davies,ENG,MF,21,1998,30,2027,68,59.3,22.5,23,83,16,7,16,6,1.33,21,34,-13,-0.58,-0.64,2019,playing_time
ENG-Premier League,2019/20,Everton,Yerry Mina,COL,DF,24,1994,29,2284,79,66.8,25.4,25,88,23,4,24,2,1.28,28,37,-9,-0.35,-0.12,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Ayoze Pérez,ESP,"MF,FW",26,1993,33,2004,61,58.6,22.3,26,72,4,7,19,5,1.55,36,25,11,0.49,-0.46,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Ben Chilwell,ENG,DF,22,1996,27,2373,88,69.4,26.4,27,88,25,0,,1,1.67,48,26,22,0.83,0.49,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Christian Fuchs,AUT,"DF,MF",33,1986,11,772,70,22.6,8.6,8,90,7,3,18,5,1.82,15,10,5,0.58,-0.13,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Danny Ward,WAL,GK,26,1993,0,,,,,0,,0,0,,38,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Darnell Johnson,ENG,DF,20,1998,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Demarai Gray,JAM,MF,23,1996,21,622,30,18.2,6.9,3,74,0,18,22,11,1.76,16,6,10,1.45,0.93,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Dennis Praet,BEL,MF,25,1994,27,1134,42,33.2,12.6,12,69,0,15,20,7,1.41,24,17,7,0.56,-0.19,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Filip Benković,CRO,DF,22,1997,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Leicester City,George Hirst,SCO,FW,20,1999,2,11,6,0.3,0.1,0,,0,2,6,1,0.0,0,1,-1,-8.18,-8.89,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Hamza Choudhury,BAN,MF,21,1997,20,893,45,26.1,9.9,10,76,4,10,13,9,1.6,16,12,4,0.4,-0.38,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Harvey Barnes,ENG,MF,21,1997,36,2083,58,60.9,23.1,24,74,4,12,26,2,1.61,38,24,14,0.6,-0.2,2019,playing_time
ENG-Premier League,2019/20,Leicester City,James Justin,ENG,"DF,MF",21,1998,13,1012,78,29.6,11.2,11,90,11,2,11,25,1.62,16,14,2,0.18,-0.72,2019,playing_time
ENG-Premier League,2019/20,Leicester City,James Maddison,ENG,"MF,FW",22,1996,31,2624,85,76.7,29.2,29,88,23,2,36,0,1.68,51,26,25,0.86,0.74,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Jamie Vardy,ENG,FW,32,1987,35,3033,87,88.7,33.7,34,88,32,1,32,0,1.6,58,38,20,0.59,-0.8,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Jonny Evans,NIR,DF,31,1988,38,3383,89,98.9,37.6,38,89,35,0,,0,1.63,64,40,24,0.64,-4.23,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Kasper Schmeichel,DEN,GK,32,1986,38,3420,90,100.0,38.0,38,90,38,0,,0,1.63,67,41,26,0.68,,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Kelechi Iheanacho,NGA,FW,22,1996,20,960,48,28.1,10.7,12,61,2,8,28,9,1.3,18,9,9,0.84,0.22,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Luke Thomas,ENG,MF,18,2001,3,267,89,7.8,3.0,3,89,2,0,,0,1.0,2,4,-2,-0.67,-1.47,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Marc Albrighton,ENG,MF,29,1989,20,867,43,25.4,9.6,9,69,2,11,22,16,1.45,16,11,5,0.52,-0.22,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Matty James,ENG,MF,28,1991,1,6,6,0.2,0.1,0,,0,1,6,5,0.0,0,0,0,0.0,-0.69,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Nampalys Mendy,SEN,MF,27,1992,7,291,42,8.5,3.2,4,65,1,3,10,7,1.86,5,3,2,0.62,-0.07,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Ricardo Pereira,POR,DF,25,1993,28,2520,90,73.7,28.0,28,90,28,0,,0,1.79,56,27,29,1.04,1.34,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Ryan Bennett,ENG,DF,29,1990,5,331,66,9.7,3.7,3,70,1,2,61,2,1.4,6,8,-2,-0.54,-1.36,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Wes Morgan,JAM,DF,35,1984,11,436,40,12.7,4.8,4,90,4,7,11,24,2.27,9,6,3,0.62,-0.07,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Wilfred Ndidi,NGA,MF,22,1996,32,2674,84,78.2,29.7,29,89,26,3,34,0,1.78,56,32,24,0.81,0.57,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Youri Tielemans,BEL,MF,22,1997,37,2828,76,82.7,31.4,32,86,21,5,17,1,1.59,57,35,22,0.7,0.09,2019,playing_time
ENG-Premier League,2019/20,Leicester City,Çağlar Söyüncü,TUR,DF,23,1996,34,3036,89,88.8,33.7,34,89,33,0,,1,1.65,63,33,30,0.89,1.83,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Adam Lallana,ENG,MF,31,1988,15,382,25,11.2,4.2,3,73,0,12,14,11,2.67,9,5,4,0.94,-0.48,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Adrián,ESP,GK,32,1987,11,875,80,25.6,9.7,9,90,9,2,33,27,3.0,24,10,14,1.44,0.1,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",25,1993,30,1485,50,43.4,16.5,17,70,0,13,23,4,2.5,35,12,23,1.39,0.05,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Alisson,BRA,GK,26,1992,29,2543,88,74.4,28.3,29,88,27,0,,0,2.48,61,23,38,1.34,-0.09,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Andy Lonergan,IRL,GK,35,1983,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Andy Robertson,SCO,DF,25,1994,36,3111,86,91.0,34.6,34,89,30,2,39,0,2.64,80,31,49,1.42,0.54,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Caoimhín Kelleher,IRL,GK,20,1998,0,,,,,0,,0,0,,7,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Curtis Jones,ENG,MF,18,2001,6,126,21,3.7,1.4,1,68,0,5,12,10,2.67,4,2,2,1.43,0.06,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Dejan Lovren,CRO,DF,30,1989,10,777,78,22.7,8.6,9,84,8,1,18,10,2.5,19,11,8,0.93,-0.57,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Divock Origi,BEL,FW,24,1995,28,717,26,21.0,8.0,7,61,0,21,14,9,2.54,23,12,11,1.38,0.02,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Fabinho,BRA,MF,25,1993,28,2079,74,60.8,23.1,22,89,21,6,22,2,2.46,50,26,24,1.04,-0.84,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Georginio Wijnaldum,NED,MF,28,1990,37,2935,79,85.8,32.6,35,82,20,2,28,0,2.59,74,28,46,1.41,0.3,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Harvey Elliott,ENG,"FW,MF",16,2003,2,8,4,0.2,0.1,0,,0,2,4,10,3.0,0,0,0,0.0,-1.37,2019,playing_time
ENG-Premier League,2019/20,Liverpool,James Milner,ENG,"MF,DF",33,1986,22,937,43,27.4,10.4,9,83,7,13,15,5,2.91,26,9,17,1.63,0.36,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Joe Gomez,ENG,DF,22,1997,28,2004,72,58.6,22.3,22,88,21,6,12,9,2.64,53,16,37,1.66,0.71,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Jordan Henderson,ENG,MF,29,1990,30,2238,75,65.4,24.9,26,84,16,4,16,1,2.77,54,14,40,1.61,0.69,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Joël Matip,CMR,DF,27,1991,9,703,78,20.6,7.8,8,88,7,1,1,7,2.56,15,5,10,1.28,-0.11,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Ki-Jana Hoever,NED,"DF,MF",17,2002,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Mohamed Salah,EGY,FW,27,1992,34,2876,85,84.1,32.0,33,86,20,1,27,3,2.68,68,26,42,1.31,-0.34,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Naby Keïta,GUI,MF,24,1995,18,815,45,23.8,9.1,9,73,1,9,18,9,2.33,19,7,12,1.33,-0.06,2019,playing_time
ENG-Premier League,2019/20,Liverpool,Nathaniel Phillips,ENG,DF,22,1997,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
