league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,season_start,stat_type
ENG-Premier League,2019/20,Sheffield United,Leon Clarke,ENG,FW,34,1985,2,35,18,1.0,0.4,0,,0,2,18,2,0.0,0,2,-2,-5.14,-5.2,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Luke Freeman,ENG,MF,27,1992,11,366,33,10.7,4.1,3,73,1,8,18,13,1.27,5,5,0,0.0,0.0,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Lys Mousset,FRA,FW,23,1996,30,1240,41,36.3,13.8,11,66,0,19,27,3,1.53,20,15,5,0.36,0.57,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Michael Verrips,NED,GK,22,1996,0,,,,,0,,0,0,,12,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Muhamed Bešić,BIH,MF,26,1992,9,250,28,7.3,2.8,2,76,0,7,14,14,1.56,1,2,-1,-0.36,-0.39,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Oliver McBurnie,SCO,FW,23,1996,36,2113,59,61.8,23.5,24,76,7,12,24,2,1.44,22,25,-3,-0.13,-0.33,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Oliver Norwood,NIR,MF,28,1991,38,3090,81,90.4,34.3,37,83,25,1,11,0,1.42,35,36,-1,-0.03,-0.3,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Panagiotis Retsos,GRE,DF,20,1998,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Phil Jagielka,ENG,DF,36,1982,6,244,41,7.1,2.7,2,90,2,4,16,30,2.17,5,6,-1,-0.37,-0.4,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Ravel Morrison,JAM,MF,26,1993,1,13,13,0.4,0.1,0,,0,1,13,1,0.0,0,0,0,0.0,0.0,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Richairo Živković,CUW,FW,22,1996,5,112,22,3.3,1.2,0,,0,5,22,4,0.6,1,4,-3,-2.41,-2.49,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Richard Stearman,ENG,DF,31,1987,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Sander Berge,NOR,MF,21,1998,14,943,67,27.6,10.5,12,75,5,2,23,0,1.5,11,11,0,0.0,0.0,2019,playing_time
ENG-Premier League,2019/20,Sheffield United,Simon Moore,ENG,GK,29,1990,2,180,90,5.3,2.0,2,90,2,0,,25,0.5,3,6,-3,-1.5,-1.58,2019,playing_time
ENG-Premier League,2019/20,Southampton,Alex McCarthy,ENG,GK,29,1989,28,2520,90,73.7,28.0,28,90,28,0,,8,1.57,42,35,7,0.25,1.85,2019,playing_time
ENG-Premier League,2019/20,Southampton,Alexandre Jankewitz,SUI,MF,17,2001,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Southampton,Angus Gunn,SCO,GK,23,1996,10,900,90,26.3,10.0,10,90,10,0,,28,0.8,9,25,-16,-1.6,-1.85,2019,playing_time
ENG-Premier League,2019/20,Southampton,Ché Adams,SCO,FW,23,1996,30,1111,37,32.5,12.3,12,73,0,18,13,6,1.47,17,17,0,0.0,0.35,2019,playing_time
ENG-Premier League,2019/20,Southampton,Cédric Soares,POR,"DF,MF",27,1991,16,1306,82,38.2,14.5,16,82,12,0,,3,1.69,19,18,1,0.07,0.49,2019,playing_time
ENG-Premier League,2019/20,Southampton,Dan Nlundulu,ENG,FW,20,1999,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Southampton,Danny Ings,ENG,FW,27,1992,38,2804,74,82.0,31.2,32,83,15,6,23,0,1.37,42,43,-1,-0.03,1.14,2019,playing_time
ENG-Premier League,2019/20,Southampton,Fraser Forster,ENG,GK,31,1988,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Southampton,Harry Lewis,ENG,GK,21,1997,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Southampton,Jack Stephens,ENG,DF,25,1994,28,2451,88,71.7,27.2,27,89,25,1,45,6,1.43,38,38,0,0.0,0.84,2019,playing_time
ENG-Premier League,2019/20,Southampton,Jacob Maddox,ENG,MF,20,1998,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Southampton,Jake Vokins,ENG,DF,19,2000,1,90,90,2.6,1.0,1,90,1,0,,7,1.0,1,1,0,0.0,0.24,2019,playing_time
ENG-Premier League,2019/20,Southampton,James Ward-Prowse,ENG,MF,24,1994,38,3420,90,100.0,38.0,38,90,38,0,,0,1.37,51,60,-9,-0.24,,2019,playing_time
ENG-Premier League,2019/20,Southampton,Jan Bednarek,POL,DF,23,1996,34,3057,90,89.4,34.0,34,90,33,0,,2,1.26,43,57,-14,-0.41,-1.65,2019,playing_time
ENG-Premier League,2019/20,Southampton,Jannik Vestergaard,DEN,DF,26,1992,19,1497,79,43.8,16.6,17,87,15,2,12,12,1.11,22,26,-4,-0.24,-0.01,2019,playing_time
ENG-Premier League,2019/20,Southampton,Kevin Danso,AUT,DF,20,1998,6,277,46,8.1,3.1,3,69,1,3,23,16,0.83,3,8,-5,-1.62,-1.51,2019,playing_time
ENG-Premier League,2019/20,Southampton,Kyle Walker-Peters,ENG,DF,22,1997,10,703,70,20.6,7.8,7,87,6,3,30,2,1.8,14,8,6,0.77,1.27,2019,playing_time
ENG-Premier League,2019/20,Southampton,Maya Yoshida,JPN,DF,30,1988,8,560,70,16.4,6.2,6,90,6,2,10,15,1.0,5,18,-13,-2.09,-2.22,2019,playing_time
ENG-Premier League,2019/20,Southampton,Michael Obafemi,IRL,FW,19,2000,21,665,32,19.4,7.4,8,65,0,13,11,10,1.43,12,12,0,0.0,0.29,2019,playing_time
ENG-Premier League,2019/20,Southampton,Moussa Djenepo,MLI,"MF,FW",21,1998,18,928,52,27.1,10.3,10,74,4,8,23,3,1.28,15,13,2,0.19,0.59,2019,playing_time
ENG-Premier League,2019/20,Southampton,Nathan Redmond,ENG,"MF,FW",25,1994,32,2762,86,80.8,30.7,32,86,24,0,,0,1.41,43,51,-8,-0.26,-0.12,2019,playing_time
ENG-Premier League,2019/20,Southampton,Nathan Tella,NGA,"FW,MF",20,1999,1,3,3,0.1,0.0,0,,0,1,3,2,3.0,0,0,0,0.0,0.24,2019,playing_time
ENG-Premier League,2019/20,Southampton,Oriol Romeu,ESP,MF,27,1991,30,1860,62,54.4,20.7,20,84,13,10,18,8,1.47,23,38,-15,-0.73,-1.07,2019,playing_time
ENG-Premier League,2019/20,Southampton,Pierre Højbjerg,DEN,MF,23,1995,33,2752,83,80.5,30.6,30,90,29,3,18,1,1.27,39,51,-12,-0.39,-0.8,2019,playing_time
ENG-Premier League,2019/20,Southampton,Ryan Bertrand,ENG,"DF,MF",29,1989,32,2742,86,80.2,30.5,31,87,29,1,45,2,1.38,43,44,-1,-0.03,1.03,2019,playing_time
ENG-Premier League,2019/20,Southampton,Shane Long,IRL,FW,32,1987,26,1395,54,40.8,15.5,15,77,2,11,22,5,1.54,21,20,1,0.06,0.51,2019,playing_time
ENG-Premier League,2019/20,Southampton,Sofiane Boufal,MAR,MF,25,1993,20,764,38,22.3,8.5,8,72,1,12,16,7,0.95,10,18,-8,-0.94,-0.91,2019,playing_time
ENG-Premier League,2019/20,Southampton,Stuart Armstrong,SCO,MF,27,1992,30,1715,57,50.1,19.1,19,82,7,11,15,2,1.5,32,25,7,0.37,1.21,2019,playing_time
ENG-Premier League,2019/20,Southampton,Will Ferry,IRL,"DF,MF",18,2000,0,,,,,0,,0,0,,4,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Southampton,William Smallbone,IRL,MF,19,2000,9,393,44,11.5,4.4,4,74,0,5,19,5,2.0,8,4,4,0.92,1.3,2019,playing_time
ENG-Premier League,2019/20,Southampton,Yan Valery,TUN,"DF,MF",20,1999,11,779,71,22.8,8.7,10,76,4,1,15,10,0.91,9,20,-11,-1.27,-1.34,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Alfie Whiteman,ENG,GK,20,1998,0,,,,,0,,0,0,,4,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Ben Davies,WAL,DF,26,1993,18,1431,80,41.8,15.9,16,88,13,2,9,6,1.61,24,19,5,0.31,-0.09,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Brandon Austin,ENG,GK,20,1999,0,,,,,0,,0,0,,4,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Christian Eriksen,DEN,"MF,FW",27,1992,20,1097,55,32.1,12.2,10,87,6,10,22,3,1.3,20,17,3,0.25,-0.18,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Danny Rose,ENG,"DF,MF",29,1990,12,893,74,26.1,9.9,10,86,7,2,17,3,1.25,16,14,2,0.2,-0.23,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Davinson Sánchez,COL,DF,23,1996,29,2431,84,71.1,27.0,27,88,26,2,23,6,1.55,49,37,12,0.44,0.26,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Dele Alli,ENG,"MF,FW",23,1996,25,1847,74,54.0,20.5,21,84,12,4,19,3,1.4,31,25,6,0.29,-0.17,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Dennis Cirkin,LVA,DF,17,2002,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Eric Dier,ENG,"DF,MF",25,1994,19,1344,71,39.3,14.9,15,85,13,4,18,13,1.95,26,23,3,0.2,-0.28,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Gedson Fernandes,POR,MF,20,1999,7,68,10,2.0,0.8,0,,0,7,10,8,1.71,2,1,1,1.32,0.97,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Georges-Kévin N'Koudou,CMR,"FW,MF",24,1995,1,3,3,0.1,0.0,0,,0,1,3,0,3.0,1,0,1,30.0,29.66,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Giovani Lo Celso,ARG,MF,23,1996,28,1492,53,43.6,16.6,15,80,7,13,23,4,1.43,24,18,6,0.36,-0.01,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Harry Kane,ENG,FW,26,1993,29,2587,89,75.6,28.7,29,89,26,0,,0,1.62,49,36,13,0.45,0.34,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Harry Winks,ENG,MF,23,1996,31,2221,72,64.9,24.7,26,82,16,5,19,5,1.71,38,31,7,0.28,-0.24,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Harvey White,ENG,MF,17,2001,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Hugo Lloris,FRA,GK,32,1986,21,1807,86,52.8,20.1,21,86,20,0,,0,1.86,36,21,15,0.75,0.8,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Jan Vertonghen,BEL,DF,32,1987,23,1645,72,48.1,18.3,19,86,16,4,3,11,1.57,27,24,3,0.16,-0.39,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Japhet Tanganga,ENG,"DF,MF",20,1999,6,525,88,15.4,5.8,6,88,5,0,,9,0.83,6,7,-1,-0.17,-0.64,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Juan Foyth,ARG,DF,21,1998,4,68,17,2.0,0.8,1,45,0,3,8,7,1.5,0,3,-3,-3.97,-4.43,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Kyle Walker-Peters,ENG,DF,22,1997,3,241,80,7.0,2.7,3,80,2,0,,2,1.33,5,4,1,0.37,0.01,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Lucas Moura,BRA,"MF,FW",26,1992,35,2242,64,65.6,24.9,25,82,11,10,20,2,1.54,39,29,10,0.4,0.1,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Michel Vorm,NED,GK,35,1983,0,,,,,0,,0,0,,9,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Moussa Sissoko,FRA,MF,29,1989,29,2452,85,71.7,27.2,28,87,23,1,9,0,1.62,44,31,13,0.48,0.38,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Oliver Skipp,ENG,MF,18,2000,7,77,11,2.3,0.9,1,45,0,6,5,17,2.14,0,1,-1,-1.17,-1.57,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Paulo Gazzaniga,ARG,GK,27,1992,18,1613,90,47.2,17.9,17,90,17,1,83,20,1.11,25,26,-1,-0.06,-0.8,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Ryan Sessegnon,ENG,"MF,DF",19,2000,6,342,57,10.0,3.8,4,81,3,2,9,13,1.83,5,5,0,0.0,-0.41,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Serge Aurier,CIV,"DF,MF",26,1992,33,2700,82,78.9,30.0,31,86,23,2,13,2,1.64,51,32,19,0.63,1.26,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Son Heung-min,KOR,"MF,FW",27,1992,30,2476,83,72.4,27.5,28,85,16,2,45,0,1.67,47,31,16,0.58,0.77,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Steven Bergwijn,NED,"MF,FW",21,1997,14,704,50,20.6,7.8,8,73,2,6,20,0,1.79,10,9,1,0.13,-0.3,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Tanguy Ndombele,FRA,MF,22,1996,21,1009,48,29.5,11.2,12,66,2,9,24,6,1.05,17,17,0,0.0,-0.52,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Toby Alderweireld,BEL,DF,30,1989,33,2957,90,86.5,32.9,33,90,32,0,,5,1.64,53,39,14,0.43,0.43,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Troy Parrott,IRL,FW,17,2002,2,7,4,0.2,0.1,0,,0,2,4,1,1.5,0,0,0,0.0,-0.37,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Victor Wanyama,KEN,MF,28,1991,2,25,13,0.7,0.3,0,,0,2,13,2,1.5,0,2,-2,-7.2,-7.62,2019,playing_time
ENG-Premier League,2019/20,Tottenham,Érik Lamela,ARG,"MF,FW",27,1992,25,1215,49,35.5,13.5,12,78,4,13,21,2,1.52,22,12,10,0.74,0.58,2019,playing_time
ENG-Premier League,2019/20,Watford,Abdoulaye Doucouré,MLI,MF,26,1993,37,3156,85,92.3,35.1,36,86,25,1,45,0,0.89,33,61,-28,-0.8,-0.8,2019,playing_time
ENG-Premier League,2019/20,Watford,Adalberto Peñaranda,VEN,"FW,MF",22,1997,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Watford,Adam Masina,MAR,DF,25,1994,26,1821,70,53.2,20.2,20,86,16,6,17,3,1.0,18,31,-13,-0.64,0.2,2019,playing_time
ENG-Premier League,2019/20,Watford,Adrian Mariappa,JAM,DF,32,1986,20,1513,76,44.2,16.8,15,88,14,5,39,9,0.8,16,33,-17,-1.01,-0.49,2019,playing_time
ENG-Premier League,2019/20,Watford,Andre Gray,JAM,FW,28,1991,23,755,33,22.1,8.4,7,72,2,16,16,14,0.65,6,17,-11,-1.31,-0.74,2019,playing_time
ENG-Premier League,2019/20,Watford,Ben Foster,ENG,GK,36,1983,38,3420,90,100.0,38.0,38,90,38,0,,0,0.89,36,64,-28,-0.74,,2019,playing_time
ENG-Premier League,2019/20,Watford,Christian Kabasele,BEL,DF,28,1991,27,2250,83,65.8,25.0,26,87,23,1,1,7,1.11,29,35,-6,-0.24,1.45,2019,playing_time
ENG-Premier League,2019/20,Watford,Craig Cathcart,NIR,DF,30,1989,29,2488,86,72.7,27.6,28,87,26,1,45,7,0.9,25,37,-12,-0.43,1.11,2019,playing_time
ENG-Premier League,2019/20,Watford,Craig Dawson,ENG,DF,29,1990,29,2361,81,69.0,26.2,26,88,25,3,22,5,0.9,25,49,-24,-0.91,-0.57,2019,playing_time
ENG-Premier League,2019/20,Watford,Danny Welbeck,ENG,"FW,MF",28,1990,18,822,46,24.0,9.1,8,77,4,10,21,2,0.56,9,15,-6,-0.66,0.11,2019,playing_time
ENG-Premier League,2019/20,Watford,Daryl Janmaat,NED,"DF,MF",30,1989,8,607,76,17.7,6.7,7,85,5,1,13,4,1.0,5,5,0,0.0,0.9,2019,playing_time
ENG-Premier League,2019/20,Watford,Dimitri Foulquier,FRA,MF,26,1993,3,59,20,1.7,0.7,1,32,0,2,14,6,0.33,0,6,-6,-9.15,-8.56,2019,playing_time
ENG-Premier League,2019/20,Watford,Domingos Quina,POR,MF,19,1999,4,22,6,0.6,0.2,0,,0,4,6,12,0.75,1,2,-1,-4.09,-3.38,2019,playing_time
ENG-Premier League,2019/20,Watford,Gerard Deulofeu,ESP,"MF,FW",25,1994,28,2098,75,61.3,23.3,25,79,11,3,43,0,0.96,22,33,-11,-0.47,0.69,2019,playing_time
ENG-Premier League,2019/20,Watford,Heurelho Gomes,BRA,GK,38,1981,0,,,,,0,,0,0,,38,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Watford,Ignacio Pussetto,ARG,"FW,MF",23,1995,7,74,11,2.2,0.8,0,,0,7,11,7,0.71,0,3,-3,-3.65,-2.98,2019,playing_time
ENG-Premier League,2019/20,Watford,Isaac Success,NGA,"FW,MF",23,1996,5,70,14,2.0,0.8,0,,0,5,14,7,0.8,0,3,-3,-3.86,-3.19,2019,playing_time
ENG-Premier League,2019/20,Watford,Ismaila Sarr,SEN,MF,21,1998,28,2028,72,59.3,22.5,22,86,14,6,24,2,0.96,24,35,-11,-0.49,0.61,2019,playing_time
ENG-Premier League,2019/20,Watford,José Holebas,GRE,DF,35,1984,14,1025,73,30.0,11.4,11,89,9,3,17,7,0.71,8,27,-19,-1.67,-1.33,2019,playing_time
ENG-Premier League,2019/20,Watford,João Pedro,BRA,"FW,MF",17,2001,3,25,8,0.7,0.3,0,,0,3,8,6,0.0,1,1,0,0.0,0.74,2019,playing_time
ENG-Premier League,2019/20,Watford,Ken Sema,SWE,"FW,MF",25,1993,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Watford,Kiko Femenía,ESP,DF,28,1991,28,2237,80,65.4,24.9,26,85,20,2,18,3,0.86,24,47,-23,-0.93,-0.54,2019,playing_time
ENG-Premier League,2019/20,Watford,Nathaniel Chalobah,ENG,MF,24,1994,22,930,42,27.2,10.3,10,78,4,12,13,13,1.14,11,14,-3,-0.29,0.61,2019,playing_time
ENG-Premier League,2019/20,Watford,Roberto Pereyra,ARG,"MF,FW",28,1991,28,1648,59,48.2,18.3,17,78,5,11,29,5,0.89,15,27,-12,-0.66,0.16,2019,playing_time
ENG-Premier League,2019/20,Watford,Sebastian Prödl,AUT,DF,32,1987,1,56,56,1.6,0.6,1,56,0,0,,1,1.0,0,0,0,0.0,0.75,2019,playing_time
ENG-Premier League,2019/20,Watford,Tom Cleverley,ENG,MF,29,1989,18,971,54,28.4,10.8,11,78,8,7,16,2,0.67,7,26,-19,-1.76,-1.43,2019,playing_time
ENG-Premier League,2019/20,Watford,Tom Dele-Bashiru,NGA,MF,19,1999,0,,,,,0,,0,0,,4,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Watford,Troy Deeney,ENG,FW,31,1988,27,2225,82,65.1,24.7,26,84,16,1,35,2,0.96,27,39,-12,-0.49,0.72,2019,playing_time
ENG-Premier League,2019/20,Watford,Will Hughes,ENG,MF,24,1995,30,2252,75,65.8,25.0,27,79,13,3,37,3,0.83,23,46,-23,-0.92,-0.53,2019,playing_time
ENG-Premier League,2019/20,Watford,Étienne Capoue,FRA,MF,31,1988,30,2627,88,76.8,29.2,30,88,25,0,,0,1.0,29,48,-19,-0.65,0.37,2019,playing_time
ENG-Premier League,2019/20,West Ham,Aaron Cresswell,ENG,DF,29,1989,31,2727,88,79.7,30.3,31,88,28,0,,0,0.97,41,51,-10,-0.33,0.06,2019,playing_time
ENG-Premier League,2019/20,West Ham,Albian Ajeti,SUI,FW,22,1997,9,139,15,4.1,1.5,0,,0,9,15,19,0.22,2,3,-1,-0.65,-0.32,2019,playing_time
ENG-Premier League,2019/20,West Ham,Alfie Lewis,ENG,MF,19,1999,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Andriy Yarmolenko,UKR,MF,29,1989,23,991,43,29.0,11.0,10,69,2,13,23,1,1.35,11,17,-6,-0.54,-0.29,2019,playing_time
ENG-Premier League,2019/20,West Ham,Angelo Ogbonna,ITA,DF,31,1988,31,2786,90,81.5,31.0,31,90,30,0,,5,1.23,45,44,1,0.03,2.02,2019,playing_time
ENG-Premier League,2019/20,West Ham,Arthur Masuaku,COD,"DF,MF",25,1993,17,937,55,27.4,10.4,10,81,7,7,18,7,1.18,7,18,-11,-1.06,-0.98,2019,playing_time
ENG-Premier League,2019/20,West Ham,Ben Johnson,ENG,DF,19,2000,3,270,90,7.9,3.0,3,90,3,0,,6,1.67,5,3,2,0.67,1.1,2019,playing_time
ENG-Premier League,2019/20,West Ham,Bernardo Costa Da Rosa,BRA,DF,18,2000,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Carlos Sánchez,COL,MF,33,1986,6,117,20,3.4,1.3,1,61,0,5,11,12,1.67,3,2,1,0.77,1.15,2019,playing_time
ENG-Premier League,2019/20,West Ham,Conor Coventry,IRL,MF,19,2000,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Darren Randolph,IRL,GK,32,1987,2,180,90,5.3,2.0,2,90,2,0,,15,0.5,2,5,-3,-1.5,-1.22,2019,playing_time
ENG-Premier League,2019/20,West Ham,David Martin,ENG,GK,33,1986,5,436,87,12.7,4.8,4,90,4,1,76,8,1.2,3,6,-3,-0.62,-0.32,2019,playing_time
ENG-Premier League,2019/20,West Ham,Declan Rice,ENG,MF,20,1999,38,3420,90,100.0,38.0,38,90,38,0,,0,1.03,49,62,-13,-0.34,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Fabián Balbuena,PAR,DF,27,1991,17,1177,69,34.4,13.1,13,90,13,4,2,21,1.18,12,24,-12,-0.92,-0.88,2019,playing_time
ENG-Premier League,2019/20,West Ham,Felipe Anderson,BRA,MF,26,1993,25,1497,60,43.8,16.6,20,73,6,5,9,4,0.88,21,27,-6,-0.36,-0.03,2019,playing_time
ENG-Premier League,2019/20,West Ham,Gonçalo Cardoso,POR,DF,18,2000,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Issa Diop,MAR,DF,22,1997,32,2766,86,80.9,30.7,31,89,30,1,3,4,1.03,39,54,-15,-0.49,-0.76,2019,playing_time
ENG-Premier League,2019/20,West Ham,Jack Wilshere,ENG,MF,27,1992,8,215,27,6.3,2.4,2,50,0,6,19,8,1.38,2,5,-3,-1.26,-0.98,2019,playing_time
ENG-Premier League,2019/20,West Ham,Jarrod Bowen,ENG,MF,22,1996,13,917,71,26.8,10.2,11,82,4,2,9,0,1.15,15,13,2,0.2,0.74,2019,playing_time
ENG-Premier League,2019/20,West Ham,Javier Hernández,MEX,FW,31,1988,2,107,54,3.1,1.2,1,82,0,1,25,0,0.5,1,4,-3,-2.52,-2.25,2019,playing_time
ENG-Premier League,2019/20,West Ham,Jeremy Ngakia,,DF,18,2000,5,440,88,12.9,4.9,5,88,4,0,,2,0.6,5,8,-3,-0.61,-0.31,2019,playing_time
ENG-Premier League,2019/20,West Ham,Joseph Anang,GHA,GK,19,2000,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Manuel Lanzini,ARG,MF,26,1993,24,1379,57,40.3,15.3,14,80,6,10,26,8,0.83,17,30,-13,-0.85,-0.85,2019,playing_time
ENG-Premier League,2019/20,West Ham,Mark Noble,ENG,MF,32,1987,33,2674,81,78.2,29.7,32,83,19,1,34,2,1.06,41,44,-3,-0.1,1.11,2019,playing_time
ENG-Premier League,2019/20,West Ham,Michail Antonio,JAM,"FW,MF",29,1990,24,1768,74,51.7,19.6,19,82,12,5,41,0,1.08,31,30,1,0.05,0.81,2019,playing_time
ENG-Premier League,2019/20,West Ham,Nathan Holland,ENG,"FW,MF",21,1998,2,33,17,1.0,0.4,0,,0,2,17,0,0.0,0,1,-1,-2.73,-2.41,2019,playing_time
ENG-Premier League,2019/20,West Ham,Pablo Fornals,ESP,MF,23,1996,36,2172,60,63.5,24.1,24,79,7,12,24,1,1.08,34,35,-1,-0.04,0.82,2019,playing_time
ENG-Premier League,2019/20,West Ham,Pablo Zabaleta,ARG,"DF,MF",34,1985,10,592,59,17.3,6.6,6,87,5,4,18,19,0.6,5,14,-9,-1.37,-1.24,2019,playing_time
ENG-Premier League,2019/20,West Ham,Robert Snodgrass,SCO,MF,31,1987,24,1509,63,44.1,16.8,17,82,7,7,17,4,0.92,20,33,-13,-0.78,-0.78,2019,playing_time
ENG-Premier League,2019/20,West Ham,Roberto,ESP,GK,33,1986,8,687,86,20.1,7.6,7,90,7,1,57,12,0.25,8,17,-9,-1.18,-1.05,2019,playing_time
ENG-Premier League,2019/20,West Ham,Ryan Fredericks,ENG,DF,26,1992,27,2237,83,65.4,24.9,25,88,23,2,15,1,1.11,35,39,-4,-0.16,0.52,2019,playing_time
ENG-Premier League,2019/20,West Ham,Sébastien Haller,CIV,FW,25,1994,32,2266,71,66.3,25.2,24,87,20,8,23,1,1.06,31,41,-10,-0.4,-0.16,2019,playing_time
ENG-Premier League,2019/20,West Ham,Tomáš Souček,CZE,MF,24,1995,13,1040,80,30.4,11.6,12,86,10,1,10,0,1.0,18,18,0,0.0,0.49,2019,playing_time
ENG-Premier League,2019/20,West Ham,Winston Reid,NZL,DF,31,1988,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Xande Silva,POR,"FW,MF",22,1997,0,,,,,0,,0,0,,5,,,,,,,2019,playing_time
ENG-Premier League,2019/20,West Ham,Łukasz Fabiański,POL,GK,34,1985,25,2117,85,61.9,23.5,25,85,23,0,,0,1.24,36,34,2,0.09,1.12,2019,playing_time
ENG-Premier League,2019/20,Wolves,Adama Traoré,ESP,"FW,MF",23,1996,37,2605,70,76.2,28.9,27,86,18,10,29,1,1.57,44,33,11,0.38,0.38,2019,playing_time
ENG-Premier League,2019/20,Wolves,Bernard Ashley-Seal,ENG,FW,20,1998,0,,,,,0,,0,0,,6,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Bruno Jordão,POR,MF,20,1998,1,7,7,0.2,0.1,0,,0,1,7,11,0.0,0,0,0,0.0,-0.29,2019,playing_time
ENG-Premier League,2019/20,Wolves,Conor Coady,ENG,DF,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.55,51,40,11,0.29,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Daniel Podence,POR,FW,23,1995,9,289,32,8.5,3.2,3,70,0,6,13,4,1.78,4,0,4,1.25,1.04,2019,playing_time
ENG-Premier League,2019/20,Wolves,Diogo Jota,POR,FW,22,1996,34,2284,67,66.8,25.4,27,78,6,7,26,0,1.44,26,28,-2,-0.08,-1.11,2019,playing_time
ENG-Premier League,2019/20,Wolves,Jesús Vallejo,ESP,DF,22,1997,2,163,82,4.8,1.8,1,90,1,1,73,10,0.5,3,6,-3,-1.66,-2.04,2019,playing_time
