league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,season_start,stat_type
ENG-Premier League,2020/21,Manchester Utd,Timothy Fosu-Mensah,NED,DF,22,1998,0.9,0,1,0,0.0,1.13,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Victor Lindelöf,SWE,DF,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Manchester Utd,Will Fish,ENG,DF,17,2003,0.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Allan Saint-Maximin,FRA,"FW,MF",23,1997,17.3,3,30,13,43.3,1.73,0.75,0.1,0.23,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Andy Carroll,ENG,FW,31,1989,4.4,1,13,2,15.4,2.98,0.46,0.08,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Callum Wilson,ENG,FW,28,1992,23.2,12,49,20,40.8,2.12,0.86,0.24,0.6,4,4,2020,shooting
ENG-Premier League,2020/21,Newcastle,Ciaran Clark,IRL,DF,30,1989,21.0,1,8,3,37.5,0.38,0.14,0.13,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,DeAndre Yedlin,USA,DF,27,1993,4.8,0,2,0,0.0,0.41,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Dwight Gayle,ENG,FW,29,1990,5.7,1,16,7,43.8,2.8,1.23,0.06,0.14,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Elliot Anderson,ENG,MF,17,2002,0.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Emil Krafth,SWE,DF,25,1994,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Fabian Schär,SUI,DF,28,1991,13.8,1,12,5,41.7,0.87,0.36,0.08,0.2,1,1,2020,shooting
ENG-Premier League,2020/21,Newcastle,Federico Fernández,ARG,DF,31,1989,23.1,0,6,3,50.0,0.26,0.13,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Isaac Hayden,JAM,"MF,DF",25,1995,21.6,0,17,2,11.8,0.79,0.09,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Jacob Murphy,ENG,"DF,MF",25,1995,18.1,2,30,9,30.0,1.66,0.5,0.07,0.22,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Jamaal Lascelles,ENG,DF,26,1993,18.1,2,15,4,26.7,0.83,0.22,0.13,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Jamal Lewis,NIR,DF,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Javier Manquillo,ESP,DF,26,1994,9.2,0,1,0,0.0,0.11,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Jeff Hendrick,IRL,MF,28,1992,15.8,2,10,2,20.0,0.63,0.13,0.2,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Joe Willock,ENG,MF,20,1999,10.9,8,19,13,68.4,1.75,1.2,0.42,0.62,0,1,2020,shooting
ENG-Premier League,2020/21,Newcastle,Joelinton,BRA,"FW,MF",23,1996,22.0,4,44,21,47.7,2.0,0.95,0.09,0.19,1,1,2020,shooting
ENG-Premier League,2020/21,Newcastle,Jonjo Shelvey,ENG,MF,28,1992,29.1,1,42,9,21.4,1.44,0.31,0.02,0.11,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Karl Darlow,WAL,GK,29,1990,25.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Martin Dúbravka,SVK,GK,31,1989,13.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Matt Ritchie,SCO,"DF,MF",30,1989,15.0,0,11,1,9.1,0.73,0.07,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Matthew Longstaff,ENG,MF,20,2000,4.2,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Miguel Almirón,PAR,"MF,FW",26,1994,27.0,4,33,15,45.5,1.22,0.56,0.12,0.27,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Paul Dummett,WAL,DF,28,1991,13.9,1,3,1,33.3,0.22,0.07,0.33,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Ryan Fraser,SCO,"FW,MF",26,1994,10.3,0,13,6,46.2,1.26,0.58,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Newcastle,Sean Longstaff,ENG,MF,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Aaron Ramsdale,ENG,GK,22,1998,38.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Antwoine Hackford,ENG,FW,16,2004,0.1,0,1,0,0.0,8.18,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Ben Osborn,ENG,"MF,FW",25,1994,17.8,1,9,5,55.6,0.5,0.28,0.11,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Billy Sharp,ENG,FW,34,1986,8.2,3,9,6,66.7,1.1,0.73,0.33,0.5,2,2,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Chris Basham,ENG,DF,32,1988,28.6,0,11,1,9.1,0.38,0.03,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Daniel Jebbison,CAN,FW,16,2003,3.2,1,4,2,50.0,1.27,0.63,0.25,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,David McGoldrick,IRL,FW,32,1987,26.6,8,71,24,33.8,2.67,0.9,0.11,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Enda Stevens,IRL,"MF,DF",30,1990,30.0,0,16,4,25.0,0.53,0.13,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Ethan Ampadu,WAL,"DF,MF",19,2000,23.2,0,7,2,28.6,0.3,0.09,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Femi Seriki,ENG,DF,18,2002,0.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,George Baldock,GRE,"MF,DF",27,1993,31.0,0,14,3,21.4,0.45,0.1,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Iliman Ndiaye,SEN,"FW,MF",20,2000,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Jack O'Connell,ENG,DF,26,1994,2.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Jack Robinson,ENG,DF,26,1993,9.7,0,6,0,0.0,0.62,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Jayden Bogle,ENG,MF,20,2000,12.3,2,17,7,41.2,1.38,0.57,0.12,0.29,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,John Egan,IRL,DF,27,1992,29.2,0,14,3,21.4,0.48,0.1,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,John Fleck,SCO,MF,28,1991,28.6,0,17,5,29.4,0.59,0.17,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,John Lundstram,ENG,MF,26,1994,22.6,0,20,5,25.0,0.89,0.22,0.0,0.0,0,1,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Kean Bryan,ENG,DF,23,1996,11.2,1,3,1,33.3,0.27,0.09,0.33,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Lys Mousset,FRA,FW,24,1996,3.3,0,4,2,50.0,1.22,0.61,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Max Lowe,ENG,"MF,DF",23,1997,6.1,0,2,1,50.0,0.33,0.16,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Oliver Burke,SCO,FW,23,1997,14.1,1,25,6,24.0,1.77,0.43,0.04,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Oliver McBurnie,SCO,FW,24,1996,14.7,1,30,13,43.3,2.04,0.88,0.03,0.08,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Oliver Norwood,NIR,MF,29,1991,24.7,0,12,1,8.3,0.49,0.04,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Phil Jagielka,ENG,DF,37,1982,5.8,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Rhian Brewster,ENG,FW,20,2000,12.5,0,24,8,33.3,1.91,0.64,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Sheffield United,Sander Berge,NOR,MF,22,1998,12.4,1,11,2,18.2,0.88,0.16,0.09,0.5,1,1,2020,shooting
ENG-Premier League,2020/21,Southampton,Alex McCarthy,ENG,GK,30,1989,30.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Alexandre Jankewitz,SUI,MF,18,2001,0.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Allan Tchaptchet,FRA,DF,18,2001,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Caleb Watts,AUS,MF,18,2002,0.4,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Ché Adams,SCO,FW,24,1996,29.6,9,55,31,56.4,1.86,1.05,0.16,0.29,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Dan Nlundulu,ENG,FW,21,1999,1.2,0,1,0,0.0,0.81,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Danny Ings,ENG,FW,28,1992,24.1,12,58,29,50.0,2.4,1.2,0.21,0.41,2,2,2020,shooting
ENG-Premier League,2020/21,Southampton,Fraser Forster,ENG,GK,32,1988,8.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Ibrahima Diallo,FRA,MF,21,1999,11.3,0,7,2,28.6,0.62,0.18,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Jack Stephens,ENG,DF,26,1994,17.1,0,6,3,50.0,0.35,0.18,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Jake Vokins,ENG,DF,20,2000,0.7,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,James Ward-Prowse,ENG,MF,25,1994,38.0,8,43,24,55.8,1.13,0.63,0.19,0.33,3,4,2020,shooting
ENG-Premier League,2020/21,Southampton,Jan Bednarek,POL,DF,24,1996,34.4,1,10,6,60.0,0.29,0.17,0.1,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Jannik Vestergaard,DEN,DF,27,1992,28.6,3,23,8,34.8,0.8,0.28,0.13,0.38,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Kayne Ramsey,ENG,DF,19,2000,1.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Kyle Walker-Peters,ENG,DF,23,1997,29.4,0,18,7,38.9,0.61,0.24,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Michael Obafemi,IRL,FW,20,2000,0.7,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Mohammed Salisu,GHA,DF,21,1999,9.4,0,4,1,25.0,0.43,0.11,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Moussa Djenepo,MLI,MF,22,1998,13.8,1,14,2,14.3,1.02,0.15,0.07,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Nathan Redmond,ENG,"MF,FW",26,1994,19.3,2,45,13,28.9,2.33,0.67,0.04,0.15,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Nathan Tella,NGA,"FW,MF",21,1999,8.3,1,17,8,47.1,2.05,0.97,0.06,0.13,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Oriol Romeu,ESP,MF,28,1991,19.6,1,14,4,28.6,0.71,0.2,0.07,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Ryan Bertrand,ENG,DF,30,1989,28.9,0,8,3,37.5,0.28,0.1,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Shane Long,IRL,FW,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Stuart Armstrong,SCO,MF,28,1992,30.7,4,54,11,20.4,1.76,0.36,0.07,0.36,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Takumi Minamino,JPN,"MF,FW",25,1995,7.9,2,13,5,38.5,1.65,0.63,0.15,0.4,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Theo Walcott,ENG,"MF,FW",31,1989,18.0,3,29,11,37.9,1.61,0.61,0.1,0.27,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,William Smallbone,IRL,MF,20,2000,1.9,0,1,1,100.0,0.52,0.52,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Southampton,Yan Valery,TUN,DF,21,1999,1.1,0,2,1,50.0,1.75,0.87,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Ben Davies,WAL,DF,27,1993,15.0,0,3,0,0.0,0.2,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Carlos Vinícius,BRA,FW,25,1995,3.4,1,7,4,57.1,2.05,1.17,0.14,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Dane Scarlett,ENG,FW,16,2004,0.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Davinson Sánchez,COL,DF,24,1996,16.5,0,5,0,0.0,0.3,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Dele Alli,ENG,MF,24,1996,6.9,0,12,4,33.3,1.74,0.58,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Eric Dier,ENG,DF,26,1994,28.0,0,14,2,14.3,0.5,0.07,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Gareth Bale,WAL,MF,31,1989,10.2,11,38,19,50.0,3.72,1.86,0.29,0.58,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Giovani Lo Celso,ARG,MF,24,1996,10.5,1,15,6,40.0,1.43,0.57,0.07,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Harry Kane,ENG,FW,27,1993,34.2,23,138,55,39.9,4.03,1.61,0.17,0.42,4,4,2020,shooting
ENG-Premier League,2020/21,Tottenham,Harry Winks,ENG,MF,24,1996,9.6,0,4,1,25.0,0.42,0.1,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Hugo Lloris,FRA,GK,33,1986,38.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Japhet Tanganga,ENG,DF,21,1999,5.4,0,2,1,50.0,0.37,0.18,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Joe Rodon,WAL,DF,22,1997,8.1,0,1,0,0.0,0.12,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Lucas Moura,BRA,"MF,FW",27,1992,15.7,3,18,6,33.3,1.15,0.38,0.17,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Matt Doherty,IRL,"DF,MF",28,1992,13.8,0,3,1,33.3,0.22,0.07,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Moussa Sissoko,FRA,MF,30,1989,17.6,0,3,1,33.3,0.17,0.06,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Pierre Højbjerg,DEN,MF,24,1995,38.0,2,14,7,50.0,0.37,0.18,0.14,0.29,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Serge Aurier,CIV,"DF,MF",27,1992,17.8,2,15,6,40.0,0.84,0.34,0.13,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Sergio Reguilón,ESP,"DF,MF",23,1996,24.9,0,20,4,20.0,0.8,0.16,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Son Heung-min,KOR,"MF,FW",28,1992,34.6,17,68,37,54.4,1.97,1.07,0.25,0.46,1,1,2020,shooting
ENG-Premier League,2020/21,Tottenham,Steven Bergwijn,NED,"MF,FW",22,1997,13.4,1,15,6,40.0,1.12,0.45,0.07,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Tanguy Ndombele,FRA,MF,23,1996,23.2,3,18,7,38.9,0.77,0.3,0.17,0.43,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Toby Alderweireld,BEL,DF,31,1989,24.9,1,10,3,30.0,0.4,0.12,0.1,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Tottenham,Érik Lamela,ARG,"MF,FW",28,1992,8.0,1,21,9,42.9,2.64,1.13,0.05,0.11,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Ahmed Hegazi,EGY,DF,29,1991,1.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Ainsley Maitland-Niles,ENG,MF,22,1997,13.7,0,10,3,30.0,0.73,0.22,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Branislav Ivanović,SRB,DF,36,1984,8.5,0,4,1,25.0,0.47,0.12,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Callum Robinson,IRL,"FW,MF",25,1995,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Charlie Austin,ENG,FW,31,1989,1.5,0,3,0,0.0,1.96,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Conor Gallagher,ENG,MF,20,2000,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Conor Townsend,ENG,DF,27,1993,24.8,0,12,4,33.3,0.48,0.16,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Dara O'Shea,IRL,DF,21,1999,23.4,0,4,0,0.0,0.17,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Darnell Furlong,ENG,"DF,MF",24,1995,32.6,1,26,5,19.2,0.8,0.15,0.04,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,David Button,ENG,GK,31,1989,1.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Filip Krovinović,CRO,MF,24,1995,6.1,0,8,2,25.0,1.32,0.33,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Grady Diangana,COD,MF,22,1998,13.7,1,14,4,28.6,1.02,0.29,0.07,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Hal Robson-Kanu,WAL,FW,31,1989,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Jake Livermore,ENG,MF,30,1989,13.8,0,5,0,0.0,0.36,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Kamil Grosicki,POL,MF,32,1988,1.6,0,3,0,0.0,1.82,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Karlan Grant,ENG,"FW,MF",22,1997,12.5,1,16,9,56.3,1.28,0.72,0.06,0.11,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Kieran Gibbs,ENG,"DF,MF",30,1989,9.0,0,1,0,0.0,0.11,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Kyle Bartley,ENG,DF,29,1991,28.7,3,14,5,35.7,0.49,0.17,0.21,0.6,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Kyle Edwards,ENG,MF,22,1998,1.3,0,2,1,50.0,1.53,0.76,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Lee Peltier,ENG,DF,33,1986,2.5,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Matheus Pereira,BRA,MF,24,1996,28.6,11,65,28,43.1,2.27,0.98,0.17,0.39,4,4,2020,shooting
ENG-Premier League,2020/21,West Brom,Matt Phillips,SCO,MF,29,1991,20.3,2,22,10,45.5,1.08,0.49,0.09,0.2,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Mbaye Diagne,SEN,FW,28,1991,13.2,3,25,10,40.0,1.89,0.76,0.12,0.3,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Okay Yokuşlu,TUR,MF,26,1994,14.6,0,13,0,0.0,0.89,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Rekeem Harper,ENG,MF,20,2000,0.4,0,1,1,100.0,2.81,2.81,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Robert Snodgrass,SCO,MF,32,1987,5.8,0,4,1,25.0,0.68,0.17,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Romaine Sawyers,SKN,MF,28,1991,16.5,0,4,0,0.0,0.24,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Sam Field,ENG,MF,22,1998,0.7,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Sam Johnstone,ENG,GK,27,1993,37.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Brom,Semi Ajayi,NGA,DF,26,1993,30.9,2,13,5,38.5,0.42,0.16,0.15,0.4,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Aaron Cresswell,ENG,DF,30,1989,35.2,0,19,4,21.1,0.54,0.11,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Andriy Yarmolenko,UKR,MF,30,1989,4.2,0,7,2,28.6,1.68,0.48,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Angelo Ogbonna,ITA,DF,32,1988,27.7,3,13,4,30.8,0.47,0.14,0.23,0.75,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Arthur Masuaku,COD,"MF,DF",26,1993,11.2,0,7,2,28.6,0.63,0.18,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Ben Johnson,ENG,MF,20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Craig Dawson,ENG,DF,30,1990,21.4,3,16,5,31.3,0.75,0.23,0.19,0.6,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Darren Randolph,IRL,GK,33,1987,3.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Declan Rice,ENG,MF,21,1999,32.0,2,28,8,28.6,0.88,0.25,0.07,0.25,1,2,2020,shooting
ENG-Premier League,2020/21,West Ham,Fabián Balbuena,PAR,DF,28,1991,13.3,1,8,2,25.0,0.6,0.15,0.13,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Felipe Anderson,BRA,"FW,MF",27,1993,0.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Issa Diop,MAR,DF,23,1997,15.3,2,3,2,66.7,0.2,0.13,0.67,1.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Jarrod Bowen,ENG,"MF,FW",23,1996,28.5,8,55,16,29.1,1.93,0.56,0.15,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Jesse Lingard,ENG,"MF,FW",27,1992,15.8,9,42,22,52.4,2.66,1.39,0.21,0.41,1,2,2020,shooting
ENG-Premier League,2020/21,West Ham,Manuel Lanzini,ARG,MF,27,1993,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Mark Noble,ENG,MF,33,1987,7.9,0,1,0,0.0,0.13,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Michail Antonio,JAM,FW,30,1990,21.9,10,63,25,39.7,2.87,1.14,0.16,0.4,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Pablo Fornals,ESP,MF,24,1996,28.6,5,50,16,32.0,1.75,0.56,0.1,0.31,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Robert Snodgrass,SCO,"FW,MF",32,1987,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Ryan Fredericks,ENG,"DF,MF",27,1992,6.3,1,4,2,50.0,0.63,0.32,0.25,0.5,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Saïd Benrahma,ALG,MF,24,1995,15.5,1,35,12,34.3,2.26,0.78,0.03,0.08,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Sébastien Haller,CIV,FW,26,1994,10.4,3,25,11,44.0,2.4,1.06,0.12,0.27,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Tomáš Souček,CZE,MF,25,1995,38.0,10,64,23,35.9,1.68,0.61,0.16,0.43,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Vladimír Coufal,CZE,"DF,MF",27,1992,33.9,0,15,5,33.3,0.44,0.15,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,West Ham,Łukasz Fabiański,POL,GK,35,1985,35.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Adama Traoré,ESP,"FW,MF",24,1996,29.4,2,43,13,30.2,1.46,0.44,0.05,0.15,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Conor Coady,ENG,DF,27,1993,36.7,1,8,3,37.5,0.22,0.08,0.13,0.33,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Daniel Podence,POR,"MF,FW",24,1995,18.5,3,32,14,43.8,1.73,0.76,0.09,0.21,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Fernando Marçal,BRA,"DF,MF",31,1989,6.9,0,2,0,0.0,0.29,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Fábio Silva,POR,FW,18,2002,15.2,4,48,17,35.4,3.16,1.12,0.08,0.24,1,1,2020,shooting
ENG-Premier League,2020/21,Wolves,John Ruddy,ENG,GK,33,1986,1.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Jonny Castro,ESP,MF,26,1994,5.5,0,1,0,0.0,0.18,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,João Moutinho,POR,MF,33,1986,28.1,1,14,4,28.6,0.5,0.14,0.07,0.25,0,0,2020,shooting
